id,status,date,date_utc,modified,modified_utc,url,organizer,slug,website,global_id,global_id_lineage,author,phone,email
74571,publish,2026-02-03 14:14:15,0000-00-00 00:00:00,2026-02-03 14:14:15,0000-00-00 00:00:00,https://events.ubc.ca/organizer/vegans-of-ubc/,Vegans of UBC,vegans-of-ubc,https://www.instagram.com/vegansofubc/,events.ubc.ca?id=74571,"[""events.ubc.ca?id=74571""]",,,vegansofubc@gmail.com
74282,publish,2026-01-29 10:13:18,0000-00-00 00:00:00,2026-01-29 10:13:18,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-advancing-the-science-of-physiologic-birth-research-cluster/,UBC Advancing the Science of Physiologic Birth Research Cluster,ubc-advancing-the-science-of-physiologic-birth-research-cluster,https://www.scienceofbirth.ca,events.ubc.ca?id=74282,"[""events.ubc.ca?id=74282""]",,,contact@scienceofbirth.ca
74048,publish,2026-01-26 16:17:05,0000-00-00 00:00:00,2026-01-26 16:17:05,0000-00-00 00:00:00,https://events.ubc.ca/organizer/student-health-wellbeing/,Student Health &amp; Wellbeing,student-health-wellbeing,https://wellbeing.ubc.ca/news/january-01-2026/move-ubc-celebrates-10-years-movement-wellbeing-community,events.ubc.ca?id=74048,"[""events.ubc.ca?id=74048""]",,780 710 8761,mandy.macrae@ubc.ca
74010,publish,2026-01-26 09:58:30,2026-01-26 17:58:30,2026-01-26 09:58:30,2026-01-26 17:58:30,https://events.ubc.ca/organizer/mastercard-foundation-scholars-program-at-ubc/,Mastercard Foundation Scholars Program at UBC,mastercard-foundation-scholars-program-at-ubc,https://mastercardfdn.scholars.ubc.ca/,events.ubc.ca?id=74010,"[""events.ubc.ca?id=74010""]",90,604 822 9803,scholars.admissions@ubc.ca
73833,publish,2026-01-21 16:50:34,0000-00-00 00:00:00,2026-01-21 16:50:34,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-accelerating-community-energy-transformations/,UBC Accelerating Community Energy Transformations,ubc-accelerating-community-energy-transformations,https://www.uvic.ca/acet/index.php,events.ubc.ca?id=73833,"[""events.ubc.ca?id=73833""]",,6139154215,annie.russell@ubc.ca
73390,publish,2026-01-12 11:45:40,0000-00-00 00:00:00,2026-01-12 11:45:40,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-seeds/,UBC SEEDS,ubc-seeds,https://sustain.ubc.ca/programs/seeds-sustainability-program,events.ubc.ca?id=73390,"[""events.ubc.ca?id=73390""]",,604-822-9376,liska.richer@ubc.ca
73389,publish,2026-01-12 11:45:40,0000-00-00 00:00:00,2026-01-12 11:45:40,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-slow-fashion-circular-textiles-sustainable-fibre-research-cluster/,"UBC Slow Fashion: Circular Textiles, Sustainable Fibre Research Cluster",ubc-slow-fashion-circular-textiles-sustainable-fibre-research-cluster,http://www.slowfashion.ubc.ca,events.ubc.ca?id=73389,"[""events.ubc.ca?id=73389""]",,604.319.7656,germaine.koh@ubc.ca
73280,publish,2026-01-08 14:06:35,0000-00-00 00:00:00,2026-01-08 14:06:35,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-inspired/,UBC Inspired,ubc-inspired,https://inspired.ubc.ca/kidstakeoverubc,events.ubc.ca?id=73280,"[""events.ubc.ca?id=73280""]",,,info.inspired@ubc.ca
73259,publish,2026-01-08 09:24:31,2026-01-08 17:24:31,2026-01-08 09:24:31,2026-01-08 17:24:31,https://events.ubc.ca/organizer/ubc-student-counselling-services/,UBC Student Counselling Services,ubc-student-counselling-services,https://students.ubc.ca/health/counselling-services/,events.ubc.ca?id=73259,"[""events.ubc.ca?id=73259""]",90,6048223811,
72673,publish,2025-12-17 12:20:05,2025-12-17 20:20:05,2025-12-17 12:20:05,2025-12-17 20:20:05,https://events.ubc.ca/organizer/ubc-debates/,UBC Debates,ubc-debates,,events.ubc.ca?id=72673,"[""events.ubc.ca?id=72673""]",4,,
71888,publish,2025-11-26 12:28:32,0000-00-00 00:00:00,2025-11-26 12:28:32,0000-00-00 00:00:00,https://events.ubc.ca/organizer/centre-for-industrial-relations-and-human-resources-university-of-toronto/,"Centre for Industrial Relations and Human Resources, University of Toronto",centre-for-industrial-relations-and-human-resources-university-of-toronto,https://www.cirhr.utoronto.ca/,events.ubc.ca?id=71888,"[""events.ubc.ca?id=71888""]",,,cirhr.communications@utoronto.ca
71317,publish,2025-11-10 09:16:31,0000-00-00 00:00:00,2025-11-10 09:16:31,0000-00-00 00:00:00,https://events.ubc.ca/organizer/faculty-of-medicine-department-of-orthopaedics/,Faculty of Medicine &#8211; Department of Orthopaedics,faculty-of-medicine-department-of-orthopaedics,https://orthopaedics.med.ubc.ca/,events.ubc.ca?id=71317,"[""events.ubc.ca?id=71317""]",,,orthopaedics.cpd@ubc.ca
71035,publish,2025-11-05 14:22:25,0000-00-00 00:00:00,2025-11-05 14:22:25,0000-00-00 00:00:00,https://events.ubc.ca/organizer/rna-formulation-core/,RNA &amp; Formulation Core,rna-formulation-core,https://rfcore.msl.ubc.ca/,events.ubc.ca?id=71035,"[""events.ubc.ca?id=71035""]",,604-827-3833,rfc@msl.ubc.ca
70892,publish,2025-11-04 10:18:13,0000-00-00 00:00:00,2025-11-04 10:18:13,0000-00-00 00:00:00,https://events.ubc.ca/organizer/geography-climate-action-commitee/,Geography Climate Action Commitee,geography-climate-action-commitee,,events.ubc.ca?id=70892,"[""events.ubc.ca?id=70892""]",,,stevenmt@student.ubc.ca
70702,publish,2025-10-31 14:44:58,0000-00-00 00:00:00,2025-10-31 14:44:58,0000-00-00 00:00:00,https://events.ubc.ca/organizer/clean-energy-research-centre/,Clean Energy Research Centre,clean-energy-research-centre,,events.ubc.ca?id=70702,"[""events.ubc.ca?id=70702""]",,,sarah@cerc.ubc.ca
70696,publish,2025-10-31 14:37:55,0000-00-00 00:00:00,2025-10-31 14:37:55,0000-00-00 00:00:00,https://events.ubc.ca/organizer/clean-energy-research-centre/,Clean Energy Research Centre,clean-energy-research-centre,,events.ubc.ca?id=70696,"[""events.ubc.ca?id=70696""]",,,sarah@cerc.ubc.ca
70598,publish,2025-10-29 11:06:24,2025-10-29 18:06:24,2025-10-29 11:06:24,2025-10-29 18:06:24,https://events.ubc.ca/organizer/black-student-space-bss/,Black Student Space (BSS),black-student-space-bss,https://students.ubc.ca/about-student-services/black-student-space/,events.ubc.ca?id=70598,"[""events.ubc.ca?id=70598""]",90,,bss.info@ubc.ca
70423,publish,2025-10-24 18:13:23,0000-00-00 00:00:00,2025-10-24 18:13:23,0000-00-00 00:00:00,https://events.ubc.ca/organizer/pacific-museum-of-earth/,Pacific Museum of Earth,pacific-museum-of-earth,https://pme.ubc.ca/,events.ubc.ca?id=70423,"[""events.ubc.ca?id=70423""]",,6048226992,pme@eoas.ubc.ca
70224,publish,2025-10-21 17:34:47,0000-00-00 00:00:00,2025-10-21 17:34:47,0000-00-00 00:00:00,https://events.ubc.ca/organizer/global-reporting-centre/,Global Reporting Centre,global-reporting-centre,https://globalreportingcentre.org/,events.ubc.ca?id=70224,"[""events.ubc.ca?id=70224""]",,7782239549,michelle.meiklejohn@globalreportingcentre.org
70136,publish,2025-10-20 16:25:19,0000-00-00 00:00:00,2025-10-20 16:25:19,0000-00-00 00:00:00,https://events.ubc.ca/organizer/centre-for-heart-lung-innovation-edi-committee/,"Centre for Heart Lung Innovation, EDI Committee",centre-for-heart-lung-innovation-edi-committee,https://www.hli.ubc.ca,events.ubc.ca?id=70136,"[""events.ubc.ca?id=70136""]",,6046822344,edi@hli.ubc.ca
69879,publish,2025-10-14 11:11:27,0000-00-00 00:00:00,2025-10-14 11:11:27,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-centre-for-disease-control/,UBC Centre for Disease Control,ubc-centre-for-disease-control,https://ubccdc.med.ubc.ca,events.ubc.ca?id=69879,"[""events.ubc.ca?id=69879""]",,,
69777,publish,2025-10-10 11:00:57,0000-00-00 00:00:00,2025-10-10 11:00:57,0000-00-00 00:00:00,https://events.ubc.ca/organizer/pi/,Pi,pi,https://www.fondationtrudeau.ca/,events.ubc.ca?id=69777,"[""events.ubc.ca?id=69777""]",,514 938 0001,communications@fondationtrudeau.ca
69494,publish,2025-10-03 13:41:27,0000-00-00 00:00:00,2025-10-03 13:41:27,0000-00-00 00:00:00,https://events.ubc.ca/organizer/centre-for-climate-and-business-solutions/,Centre for Climate and Business Solutions,centre-for-climate-and-business-solutions,https://www.sauder.ubc.ca/climate-centre,events.ubc.ca?id=69494,"[""events.ubc.ca?id=69494""]",,,climatecentre@sauder.ubc.ca
69246,publish,2025-09-29 20:55:57,0000-00-00 00:00:00,2025-09-29 20:55:57,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ams-innovation-onboard-at-ubc/,AMS Innovation OnBoard at UBC,ams-innovation-onboard-at-ubc,https://www.innovationboard.ca//,events.ubc.ca?id=69246,"[""events.ubc.ca?id=69246""]",,,innovationonb@gmail.com
69079,publish,2025-09-25 13:39:37,0000-00-00 00:00:00,2025-09-25 13:39:37,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-comics-studies-cluster/,UBC Comics Studies Cluster,ubc-comics-studies-cluster,https://pop-culture.arts.ubc.ca/comics-studies/,events.ubc.ca?id=69079,"[""events.ubc.ca?id=69079""]",,,comics.studies@ubc.ca
69065,publish,2025-09-25 11:44:26,0000-00-00 00:00:00,2025-09-25 11:44:26,0000-00-00 00:00:00,https://events.ubc.ca/organizer/lilian-cheng/,Lilian Cheng,lilian-cheng,,events.ubc.ca?id=69065,"[""events.ubc.ca?id=69065""]",,,lilian.cheng@ubc.ca
68745,publish,2025-09-19 10:46:09,0000-00-00 00:00:00,2025-09-19 10:46:09,0000-00-00 00:00:00,https://events.ubc.ca/organizer/thriving-kids-research-cluster/,Thriving Kids Research Cluster,thriving-kids-research-cluster,https://thrivingkids.ubc.ca/,events.ubc.ca?id=68745,"[""events.ubc.ca?id=68745""]",,,thriving.kids@ubc.ca
68696,publish,2025-09-18 11:30:31,2025-09-18 18:30:31,2025-09-18 11:30:31,2025-09-18 18:30:31,https://events.ubc.ca/organizer/faculty-of-medicine-department-of-pathology-and-laboratory-medicine/,Faculty of Medicine &#8211; Department of Pathology and Laboratory Medicine,faculty-of-medicine-department-of-pathology-and-laboratory-medicine,https://pathology.ubc.ca,events.ubc.ca?id=68696,"[""events.ubc.ca?id=68696""]",71,,
68642,publish,2025-09-17 14:54:42,0000-00-00 00:00:00,2025-09-17 14:54:42,0000-00-00 00:00:00,https://events.ubc.ca/organizer/aises/,AISES,aises,https://aises.ubc.ca/,events.ubc.ca?id=68642,"[""events.ubc.ca?id=68642""]",,,
68460,publish,2025-09-12 16:09:14,0000-00-00 00:00:00,2025-09-12 16:09:14,0000-00-00 00:00:00,https://events.ubc.ca/organizer/intergenerational-march-committee/,Intergenerational March Committee,intergenerational-march-committee,https://forestry.ubc.ca/about/equity-diversity-inclusion/,events.ubc.ca?id=68460,"[""events.ubc.ca?id=68460""]",,604-822-2727,for.recep@ubc.ca
68274,publish,2025-09-08 16:11:22,0000-00-00 00:00:00,2025-09-08 16:11:22,0000-00-00 00:00:00,https://events.ubc.ca/organizer/faculty-of-forestry-undergraduate-student-services/,Faculty of Forestry Undergraduate Student Services,faculty-of-forestry-undergraduate-student-services,https://forestry.ubc.ca/students/undergraduate-student-portal/undergraduate-student-services/,events.ubc.ca?id=68274,"[""events.ubc.ca?id=68274""]",,604-822-1834,forestry.undergrad@ubc.ca
68004,publish,2025-09-03 17:26:01,0000-00-00 00:00:00,2025-09-03 17:26:01,0000-00-00 00:00:00,https://events.ubc.ca/organizer/language-sciences-global-research-excellence-institute/,Language Sciences Global Research Excellence Institute,language-sciences-global-research-excellence-institute,https://languagesciences.ubc.ca/,events.ubc.ca?id=68004,"[""events.ubc.ca?id=68004""]",,604-822-7435,language.sciences@ubc.ca
66580,publish,2025-08-07 14:48:04,0000-00-00 00:00:00,2025-08-07 14:48:04,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-faculty-of-land-and-food-systems/,UBC Faculty of Land and Food Systems,ubc-faculty-of-land-and-food-systems,https://www.landfood.ubc.ca/,events.ubc.ca?id=66580,"[""events.ubc.ca?id=66580""]",,,andrew.fong@ubc.ca
66516,publish,2025-08-05 12:17:56,0000-00-00 00:00:00,2025-08-05 12:17:56,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-inspired/,ubc inspired,ubc-inspired,https://inspired.ubc.ca,events.ubc.ca?id=66516,"[""events.ubc.ca?id=66516""]",,,info.inspired@ubc.ca
65719,publish,2025-07-15 05:02:00,0000-00-00 00:00:00,2025-07-15 05:02:00,0000-00-00 00:00:00,https://events.ubc.ca/organizer/spectrum/,Spectrum,spectrum,https://renewableenergy.spectrumconferences.com/,events.ubc.ca?id=65719,"[""events.ubc.ca?id=65719""]",,08977002668,isnre@spectrumconferences.com
65138,publish,2025-06-18 11:55:09,0000-00-00 00:00:00,2025-06-18 11:55:09,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-centre-for-accessibility/,UBC Centre for Accessibility,ubc-centre-for-accessibility,https://students.ubc.ca/about-student-services/centre-for-accessibility/,events.ubc.ca?id=65138,"[""events.ubc.ca?id=65138""]",,604-822-5844,info.accessibility@ubc.ca
65132,publish,2025-06-18 11:42:55,0000-00-00 00:00:00,2025-06-18 11:42:55,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-centre-for-accessibility/,UBC Centre for Accessibility,ubc-centre-for-accessibility,https://students.ubc.ca/about-student-services/centre-for-accessibility/,events.ubc.ca?id=65132,"[""events.ubc.ca?id=65132""]",,604-822-5844,info.accessibility@ubc.ca
64670,publish,2025-05-24 13:11:00,0000-00-00 00:00:00,2025-05-24 13:11:00,0000-00-00 00:00:00,https://events.ubc.ca/organizer/dr-marissa-lithopoulos/,Dr. Marissa Lithopoulos,dr-marissa-lithopoulos,https://sciencestandupandsong.eventbrite.ca,events.ubc.ca?id=64670,"[""events.ubc.ca?id=64670""]",,Please use the contact form on the event page,marissa.lithopoulos@msl.ubc.ca
64194,publish,2025-05-05 16:36:20,0000-00-00 00:00:00,2025-05-05 16:36:20,0000-00-00 00:00:00,https://events.ubc.ca/organizer/faculty-of-forestry/,faculty of forestry,faculty-of-forestry,https://apsc.ubc.ca/event/2025/intersections-of-people-and-planet-climate-justice-workshop,events.ubc.ca?id=64194,"[""events.ubc.ca?id=64194""]",,2368333996,EDII@apsc.ubc.ca
64089,publish,2025-04-29 09:25:27,2025-04-29 16:25:27,2025-04-29 09:25:27,2025-04-29 16:25:27,https://events.ubc.ca/organizer/sulong-ubc/,SULONG UBC,sulong-ubc,https://sulong.ca,events.ubc.ca?id=64089,"[""events.ubc.ca?id=64089""]",4,,
64088,publish,2025-04-29 09:23:39,2025-04-29 16:23:39,2025-04-29 09:23:39,2025-04-29 16:23:39,https://events.ubc.ca/organizer/ubc-kababayan-filipino-students-association/,UBC Kababayan: Filipino Student&#8217;s Association,ubc-kababayan-filipino-students-association,,events.ubc.ca?id=64088,"[""events.ubc.ca?id=64088""]",4,,
62995,publish,2025-03-20 11:16:10,0000-00-00 00:00:00,2025-03-20 11:16:10,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-transformative-memory-international-network/,UBC Transformative Memory International Network,ubc-transformative-memory-international-network,https://transformativememory.ubc.ca/,events.ubc.ca?id=62995,"[""events.ubc.ca?id=62995""]",,,transformative.memory@ubc.ca
62929,publish,2025-03-18 22:13:53,0000-00-00 00:00:00,2025-03-18 22:13:53,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-medicine/,UBC medicine,ubc-medicine,,events.ubc.ca?id=62929,"[""events.ubc.ca?id=62929""]",,,ubcmed.ruralrun@gmail.com
62742,publish,2025-03-12 13:03:33,0000-00-00 00:00:00,2025-03-12 13:03:33,0000-00-00 00:00:00,https://events.ubc.ca/organizer/peter-allard-school-of-law/,Peter Allard School of Law,peter-allard-school-of-law,https://allard.ubc.ca/programs/juris-doctor-jd-program/admissions,events.ubc.ca?id=62742,"[""events.ubc.ca?id=62742""]",,604 827 3865,yelimbetova@allard.ubc.ca
62690,publish,2025-03-11 11:16:18,0000-00-00 00:00:00,2025-03-11 11:16:18,0000-00-00 00:00:00,https://events.ubc.ca/organizer/jedi-forestry-team/,JEDI Forestry Team,jedi-forestry-team,https://forestry.ubc.ca/about/equity-diversity-inclusion/,events.ubc.ca?id=62690,"[""events.ubc.ca?id=62690""]",,604 822 2727,neftali.hernandez@ubc.ca
62520,publish,2025-03-06 15:37:47,2025-03-06 23:37:47,2025-03-06 15:37:47,2025-03-06 23:37:47,https://events.ubc.ca/organizer/black-faculty-network/,Black Faculty Network,black-faculty-network,,events.ubc.ca?id=62520,"[""events.ubc.ca?id=62520""]",78,,blackfaculty.network@ubc.ca
62498,publish,2025-03-06 12:31:24,0000-00-00 00:00:00,2025-03-06 12:31:24,0000-00-00 00:00:00,https://events.ubc.ca/organizer/digital-transparency-research-excellence-cluster/,Digital Transparency Research Excellence Cluster,digital-transparency-research-excellence-cluster,https://digital-transparency.ok.ubc.ca/,events.ubc.ca?id=62498,"[""events.ubc.ca?id=62498""]",,867 334 7549,darielle.talarico@ubc.ca
62385,publish,2025-03-04 16:08:49,0000-00-00 00:00:00,2025-03-04 16:08:49,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-health/,UBC Health,ubc-health,https://health.ubc.ca/pcpe,events.ubc.ca?id=62385,"[""events.ubc.ca?id=62385""]",,6048228002,cathy.kline@ubc.ca
62178,publish,2025-02-25 18:58:51,0000-00-00 00:00:00,2025-02-25 18:58:51,0000-00-00 00:00:00,https://events.ubc.ca/organizer/cancer-prevention-research-cluster-cprc/,Cancer Prevention Research Cluster (CPRC),cancer-prevention-research-cluster-cprc,https://cancerprevention.ubc.ca,events.ubc.ca?id=62178,"[""events.ubc.ca?id=62178""]",,,cancer.prevention@ubc.ca
